fips,pm25_2000,pm25_2001,pm25_2002,pm25_2003,pm25_2004,pm25_2005,pm25_2006,pm25_2007,pm25_2008,pm25_2009,pm25_2010,pm25_2011,pm25_2012,pm25_2013,pm25_2014,pm25_2015,pm25_2016,pm25_2017,pm25_2018
13143,15.71818182,13.40741259,12.8227972,12.7158042,12.74951049,13.63916084,13.31202797,13.18811189,11.12559441,9.07048951,10.3551049,10.20797203,9.224615385,8.317342657,8.69972028,7.311888112,8.065454545,8.16965035,8.07972028
13145,15.96224832,12.86770134,12.31182886,12.67466443,12.90142617,13.36635906,12.93791946,13.78481544,11.0864094,9.465016779,10.48372483,9.65159396,9.141275168,8.408053691,8.847818792,7.691107383,7.985402685,8.217533557,7.929865772
13147,15.1702454,13.18297546,12.18220859,11.97223926,12.33588957,12.76472393,13.05138037,12.57070552,10.94171779,9.128220859,10.7702454,10.39417178,8.940030675,8.009355828,8.478527607,7.143251534,8.225460123,7.109969325,6.784202454
13153,15.83518325,12.45225131,12.28890052,12.24994764,13.45895288,13.45727749,13.23549738,13.42670157,11.32460733,10.14534031,10.8286911,10.41842932,9.067434555,8.246806283,8.998638743,7.879267016,8.271727749,8.447853403,7.763979058
13157,16.29445087,14.05456647,13.10080925,12.41445087,12.70693642,12.96277457,13.31283237,13.33560694,11.34242775,9.482312139,11.31953757,10.95572254,9.829364162,8.582543353,8.864739884,7.629479769,8.878728324,7.805202312,7.43699422
13169,15.71329949,13.02253807,12.20639594,12.27025381,13.01106599,13.31766497,13.40395939,13.3306599,11.47522843,9.862030457,11.05228426,10.64121827,9.107309645,8.125786802,9.237969543,7.521522843,8.169238579,7.930964467,7.854111675
13187,13.14986376,12.03991826,11.06934605,10.54632153,11.40040872,11.60831063,11.78446866,11.19291553,9.651226158,7.995640327,9.048637602,9.503814714,8.354632153,7.205449591,7.087057221,5.866485014,7.026430518,6.415803815,5.770163488
13207,15.9745158,13.31610601,12.3490316,12.40591233,12.89204893,13.74057085,13.51824669,13.55137615,11.64892966,9.918552497,11.08501529,10.70356779,9.323445464,8.411518858,9.297859327,7.768093782,8.305606524,8.088481142,7.856982671
13211,15.83986562,13.3331467,12.93101904,12.27737962,13.07357223,13.69753639,13.5956327,12.75946249,11.53258679,9.570884658,11.38432251,10.90089586,9.599328108,8.332922732,8.944568869,7.650615901,8.676035834,7.716013438,7.733818589
13227,14.15551783,13.02224109,12.16791171,11.18404075,12.14787776,12.80747029,12.37724958,11.7942275,10.29202037,8.651952462,9.678777589,10.14465195,9.012393888,7.875042445,8.128353141,6.758234295,7.834125637,7.421901528,6.782852292
13231,16.06342342,13.26738739,12.0627027,12.51369369,12.7990991,13.80288288,13.2227027,13.71423423,11.2354955,9.277837838,10.66576577,10.21063063,9.155315315,8.394594595,8.949369369,7.513153153,8.114054054,8.098378378,7.784504505
13233,16.51221374,13.97506361,13.48002545,13.16208651,13.09541985,13.68600509,13.47900763,13.59338422,11.68447837,9.556743003,11.16424936,10.75547074,9.973282443,8.739949109,9.165776081,7.836895674,8.522900763,7.909796438,8.112722646
13295,15.04323374,13.36441125,12.46054482,11.90623902,12.17047452,13.18268893,12.55650264,12.37407733,10.53207381,9.296045694,10.50175747,10.3840949,9.491212654,8.160632689,8.468189807,7.020826011,7.970210896,7.076537786,7.142355009
